"DEAL","TAG","POSITION_SC_DATE_ADJUSTED","FUND_NAME","STRATEGY","SUB_STRATEGY","ACTIVE_HEDGE","BOOK_NAME","CASH_BALANCE","GL_NAV_FOR_BOOK","GL_NAV","DAILY_PNL","MTD_PNL","YTD_PNL","ITD_PNL"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","PR_Registered Block 2","-883.58","-865.02","34237429.12","0.00","-865.02","-865.02","-865.02"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","GEHC_Overnight FO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","AUTO NO_Registered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","CCCS_Registered Block 2","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","FDMT_Marketed FO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Desk Block","Missing Active Hedge","PAYX_Desk Block","-1668.41","-1668.40","34237429.12","0.00","-1668.40","-1668.40","-1668.40"
"ECM","IPO","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","IPO","Missing Active Hedge","AHR_IPO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","MLNK_Overnight FO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","IPO","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","IPO","Missing Active Hedge","R3NK GY_IPO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","PYCR_Registered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","ADT_Overnight FO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","RGNX_Overnight FO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","ALIT_Unregistered Block 2","404.92","404.92","34237429.12","0.00","404.92","404.92","404.92"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","KDP_Registered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","CNM_Registered Block 3","1759.33","1759.33","34237429.12","0.00","1759.33","1759.33","1759.33"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","BLUE_Marketed FO","-289.39","-289.39","34237429.12","0.00","-289.39","-289.39","-289.39"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","APG_Marketed FO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","TARS_Overnight FO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","SPR_ Marketed FO_Convert","-140623.34","8228.06","34237429.12","2347.54","8228.06","8228.06","8228.06"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","CRGY_Overnight FO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","ARES_Unregistered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","GTES_Registered Block 2","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","HESM_Registered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","COR_Unregistered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","SYM_Overnight FO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","IPO","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","IPO","Missing Active Hedge","GUTS_IPO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","WVE_Overnight FO","-195.33","-195.33","34237429.12","0.00","-195.33","-195.33","-195.33"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","FM CN_Registered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","ABSI_Overnight FO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","IPO","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","IPO","Missing Active Hedge","AS_IPO","","-3.27","34237429.12","-3.27","-3.27","-3.27","-3.27"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","ALGM_Unregistered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","REVG_Marketed FO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","SPHR_Marketed FO_Convert","-146096.37","-904.95","34237429.12","1095.23","-904.95","-904.95","-904.95"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","PRME_Overnight FO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","UTI_Unregistered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","AGYS_Registered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","IPO","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","IPO","Missing Active Hedge","KSPI_IPO","325.66","325.66","34237429.12","0.00","325.66","325.66","325.66"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","SEAT_Marketed FO","-114388.49","-7432.83","34237429.12","-2108.00","-7432.83","-7432.83","-7432.83"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","DKL_Overnight FO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","CCCS_Overnight FO","2294.80","2294.80","34237429.12","0.00","2294.80","2294.80","2294.80"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","BECN_Registered Block","1043.74","1043.74","34237429.12","0.00","1043.74","1043.74","1043.74"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","BROS_Registered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","ASTS_Overnight FO","2999.27","2999.27","34237429.12","0.00","2999.27","2999.27","2999.27"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","SGRO LN_Overnight FO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","LVS_Overnight FO","-42933.39","-10820.96","34237429.12","-365.08","-10820.96","-10820.96","-10820.96"
"ECM","IPO","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","IPO","Missing Active Hedge","CGON_IPO","14199.14","14199.14","34237429.12","0.00","14199.14","14199.14","14199.14"
"N/A","Cash","1/31/2024","Alternative Fund Gamma Holdings II LP","Operating ","Cash","Missing Active Hedge","Capital","-8683288.42","-8389366.35","34237429.12","0.00","0.00","0.00","0.00"
"N/A","Cash","1/31/2024","Alternative Fund Gamma Holdings II LP","Operating ","Cash","Missing Active Hedge","Expenses","-302112.16","-418717.05","34237429.12","-170334.50","-171734.50","-171734.50","-418717.05"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","HRTG_Overnight FO","-31729.12","173.97","34237429.12","-493.72","173.97","173.97","173.97"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","WB_Overnight FO_ Convert","-86944.20","-9863.93","34237429.12","318.57","-9863.93","-9863.93","-9863.93"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","SRGY_Registered Block","2194.48","2194.48","34237429.12","0.00","2194.48","2194.48","2194.48"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","ICUI_Unregistered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","IPO","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","IPO","Missing Active Hedge","AIA GA_IPO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","IPO","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","IPO","Missing Active Hedge","SDHC_IPO","21529.64","21558.90","34237429.12","0.00","21558.90","21558.90","21558.90"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","LIVN_Marketed FO_Convert","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","TNDM_Marketed FO_Convert","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","SOFI_Marketed FO_Convert","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","CPRX_Overnight FO","1253.29","1253.29","34237429.12","0.00","1253.29","1253.29","1253.29"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","FLNC_Registered Block","-30746.84","-7863.90","34237429.12","-198.83","-7863.90","-7863.90","-7863.90"
"ECM","Financing","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Financing","Missing Active Hedge","Expenses","","-1833.80","34237429.12","-1833.80","-1833.80","-1833.80","-1833.80"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","EVRG_Marketed FO_Convert","-213761.44","-67.64","34237429.12","1560.81","-67.64","-67.64","-67.64"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","NAMS_Overnight FO","","","34237429.12","0.00","0.00","0.00","0.00"
"N/A","Cash","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Cash","Missing Active Hedge","Cash","12145459.35","12145459.35","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","SMCI_Marketed FO_Convert","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","GEHC_Registered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","RUN_Marketed FO_Convert","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Financing","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Financing","Missing Active Hedge","Financing","-7956334.18","33427.75","34237429.12","33427.73","33427.73","33427.73","33427.75"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","ALIT_Unregistered Block","492.37","492.37","34237429.12","0.00","492.37","492.37","492.37"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","SNX_Registered Block","-401553.88","10598.42","34237429.12","2183.20","10598.42","10598.42","10598.42"
"ECM","IPO","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","IPO","Missing Active Hedge","CART_IPO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","BARC_Registered Block","-2588.19","-2512.56","34237429.12","9.64","-2512.56","-2512.56","-2512.56"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","DELL_Registered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","CAVA_Unregistered Block 2","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","IPO","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","IPO","Missing Active Hedge","MGX_IPO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","IPO","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","IPO","Missing Active Hedge","TBBB_IPO","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","DOO_Registered Block","-92338.70","-4486.52","34237429.12","-3134.24","-4486.52","-4486.52","-4486.52"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","RVNC_Registered Block","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","CNM_Registered Block 4","-57085.71","252.57","34237429.12","-1276.96","252.57","252.57","252.57"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","UBER_Marketed FO_Convert","-152864.24","-5261.96","34237429.12","492.40","-5261.96","-5261.96","-5261.96"
"N/A","Cash","1/31/2024","Alternative Fund Gamma Holdings II LP","Operating ","Cash","Missing Active Hedge","Financing","26230.70","26280.70","34237429.12","109.84","2048.92","2048.92","26280.70"
"N/A","SRT","1/31/2024","Alternative Fund Gamma Holdings II LP","Asset-Based Capital Solutions","SRT","Active","Alpha_Active","","30903964.41","34237429.12","357347.00","357347.00","357347.00","408646.41"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","VERA_Marketed FO","2293.45","2293.45","34237429.12","0.00","2293.45","2293.45","2293.45"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Unregistered Blocks","Missing Active Hedge","OVV_Unregistered Block","-2103.75","-1918.98","34237429.12","3.86","-1918.98","-1918.98","-1918.98"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","CCCS_Registered Block","249.72","249.72","34237429.12","0.00","249.72","249.72","249.72"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","LBPH_Marked FO","447.80","447.80","34237429.12","0.00","447.80","447.80","447.80"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","PRGS_Marketed FO_Convert","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","IMTX_Overnight FO","-21481.54","590.94","34237429.12","310.88","590.94","590.94","590.94"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","FIVN_Marketed FO_Convert","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","NEE_Marketed FO_Convert","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","NTST_Overnight FO","440.36","440.36","34237429.12","0.00","440.36","440.36","440.36"
"N/A","Subline","1/31/2024","Alternative Fund Gamma Holdings II LP","Operating ","Subline","Missing Active Hedge","Funded","9700000.00","-64506.30","34237429.12","-4629.04","-64506.30","-64506.30","-64506.30"
"N/A","Subline","1/31/2024","Alternative Fund Gamma Holdings II LP","Operating ","Subline","Missing Active Hedge","Unfunded","","-5821.88","34237429.12","-162.12","-5103.13","-5103.13","-5821.88"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","GPN_Marketed FO_Convert","","","34237429.12","0.00","0.00","0.00","0.00"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","VRDN_Overnight FO","-665.37","-665.37","34237429.12","0.00","-665.37","-665.37","-665.37"
"ECM","Block","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Registered Block","Missing Active Hedge","LTMC IM_Registered Block","-28552.63","3668.01","34237429.12","-96.12","3668.01","3668.01","3668.01"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","INTR_Marketed FO","377.46","377.46","34237429.12","0.00","377.46","377.46","377.46"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Overnight Follow-On","Missing Active Hedge","TALO_Overnight FO","2145.82","2145.82","34237429.12","0.00","2145.82","2145.82","2145.82"
"ECM","Tactical Trades","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Tactical Trades","Missing Active Hedge","Portfolio Hedge_Tactical","-1118661.19","-2614.76","34237429.12","18679.61","-2614.76","-2614.76","-2614.76"
"ECM","Follow-On","1/31/2024","Alternative Fund Gamma Holdings II LP","Capital Market Solutions","Marketed Follow-On","Missing Active Hedge","RKLB_Marketed FO_Convert","","","34237429.12","0.00","0.00","0.00","0.00"
